CARTRIDGE,CALIBER,G1,G7,Weight,Muzzle
45-70 GOVT: User Data,0.4580,0.0000,,0,0
450 BUSHMASTER: Hornady 245gr InterLock,0.4520,0.0000,,245,2200
450 BUSHMASTER: Hornady 250gr FTX,0.4520,0.0000,,250,2200
450 BUSHMASTER: Hornady 250gr FTX,0.4520,0.0000,,250,2200
450 BUSHMASTER: Hornady 395gr SUB-X,0.4520,0.0000,,395,1050
450 BUSHMASTER: Remington 260gr AccuTip,0.4520,0.1440,,260,2130
450 BUSHMASTER: Remington 260gr Core-Lokt SP,0.4520,0.1610,,260,2150
450 BUSHMASTER: Remington 260gr FMJ,0.4520,0.1860,,260,2040
450 BUSHMASTER: User Data,0.4520,0.0000,,0,0
450 MARLIN: Hornady 325gr FTX ,0.4580,0.0000,,325,2225
450 NITRO EXP 3¼"": Hornady 480gr DGS ",0.4580,0.0000,,480,2150
450 NITRO EXP 3¼"": Hornady 480gr DGX  Bonded",0.4580,0.0000,,480,2150
450-400 NITRO EXP 3"": Hornady 400gr DGS ",0.4110,0.0000,,400,2050
450-400 NITRO EXP 3"": Hornady 400gr DGX  Bonded",0.4110,0.0000,,400,2050
454 CASULL: User Data,0.4520,0.0000,,0,0
458 LOTT: Federal 500gr Trophy Bonded Bear Claw,0.4580,0.2820,,500,2300
458 LOTT: Federal 500gr Trophy Bonded Sldghmmr Solid,0.4580,0.3280,,500,2300
458 LOTT: Hornady 500gr DGS ,0.4580,0.0000,,500,2300
458 LOTT: Hornady 500gr DGX  Bonded,0.4580,0.0000,,500,2300
458 LOTT: User Data,0.4580,0.0000,,0,0
458 WIN MAG: Federal 400gr Trophy Bonded Bear Claw,0.4580,0.3530,,400,2250
458 WIN MAG: Federal 500gr Swift A-Frame,0.4580,0.3610,,500,2090
458 WIN MAG: Federal 500gr Trophy Bonded Bear Claw,0.4580,0.2820,,500,2090
458 WIN MAG: Federal 500gr Trophy Bonded Sldghmmr Solid,0.4580,0.3280,,500,1950
458 WIN MAG: Hornady 500gr DGS  SPF,0.4580,0.0000,,500,2140
458 WIN MAG: Hornady 500gr DGX  Bonded SPF,0.4580,0.0000,,500,2140
458 WIN MAG: User Data,0.4580,0.0000,,0,0
460 S&W: User Data,0.4520,0.0000,,0,0
470 NITRO EXP: Federal 500gr Trophy Bonded Bear Claw,0.4740,0.2990,,500,2150
470 NITRO EXP: Federal 500gr Trophy Bonded Sldghmmr Solid,0.4740,0.2800,,500,2150
470 NITRO EXP: Hornady 500gr DGS ,0.4740,0.0000,,500,2150
470 NITRO EXP: Hornady 500gr DGX  Bonded,0.4740,0.0000,,500,2150
470 NITRO EXP: Nosler 500gr SAFARI SD,0.4740,0.0000,,500,2100
470 NITRO EXP: User Data,0.4740,0.0000,,0,0
5.45X39MM: Hornady 60gr V-MAX,0.2200,0.0000,,60 ,2810
5.56 NATO: Hornady 55gr FMJ (M193) ,0.2230,0.0000,,55 ,3240
5.56 NATO: Hornady 55gr HP M,0.2230,0.0000,,55 ,3240
5.56 NATO: Hornady 55gr X,0.2230,0.0000,,55 ,3175
5.56 NATO: Hornady 62gr BTHP Match,0.2230,0.0000,,62 ,3060
5.56 NATO: Hornady 62gr FMJ,0.2230,0.0000,,62 ,3060
5.56 NATO: Hornady 62gr Spire Point,0.2230,0.0000,,62 ,3060
5.56 NATO: Hornady 62gr FMJ,0.2230,0.0000,,62 ,3060
5.56 NATO: Hornady 68gr BTHP Match,0.2230,0.0000,,68 ,2960
5.56 NATO: Hornady 75gr BTHP Match,0.2230,0.0000,,75 ,2860
5.56 NATO: Hornady 75gr BTHP,0.2230,0.0000,,75 ,2910
5.56 NATO: Hornady 75gr InterLock  HD S,0.2230,0.0000,,75 ,2310
5.56 NATO: Winchester 77gr BTHP Match,0.2230,0.340,,77,2750
5.56X45MM: User Data,0.2240,0.0000,,0,0
5.7X28MM: Hornady 40gr  FTX ,0.2240,0.0000,,40 ,1810
5.7X28MM: Hornady 40gr  V-MAX ,0.2240,0.0000,,40 ,1810
50 ACTION EXP: User Data,0.5000,0.0000,,0,0
50 BMG: Hornady 750gr . A-MAX,0.5100,0.0000,,750,2815
50 CAL: Hornady 250gr LD SABOT,0.5000,0.0000,,250,2250
50 CAL: Hornady 250gr MONOFLEX,0.5000,0.0000,,250,2250
50 CAL: Hornady 250gr SPD SABOT,0.5000,0.0000,,250,2250
50 CAL: Hornady 290gr BD FTX,0.5000,0.0000,,290,1920
50 CAL: Hornady 300gr LD SABOT,0.5000,0.0000,,300,2130
50 CAL: Hornady 300gr SPD SABOT,0.5000,0.0000,,300,2130
50 CAL: Hornady 340gr BD ELD-X,0.5000,0.0000,,340,1850
500 NITRO EXP 3"": Hornady 570gr DGS ",0.5100,0.0000,,570,2120
500 NITRO EXP 3"": Hornady 570gr DGX  Bonded",0.5100,0.0000,,570,2120
500 NITRO EXP: Federal 570gr Swift A-Frame,0.5100,0.3060,,570,2100
500 NITRO EXP: Federal 570gr Woodleigh Hydro,0.5100,0.2600,,570,2100
500 NITRO EXP: Nosler 570gr SAFARI SD,0.5100,0.0000,,570,2100
500 NITRO EXP: User Data,0.5100,0.0000,,0,0
500 S&W: User Data,0.5000,0.0000,,0,0
6.5 CREEDMOOR: Federal 120gr Trophy Copper,0.2640,0.4530,,120,2875
6.5 CREEDMOOR: Federal 130gr Barnes Triple-Shock,0.2640,0.3650,,130,2825
6.5 CREEDMOOR: Federal 130gr Berger Hybrid Otm,0.2640,0.5600,0.2870,130,2825
6.5 CREEDMOOR: Federal 130gr Swift Scirocco Ii,0.2640,0.5710,,130,2800
6.5 CREEDMOOR: Federal 130gr Terminal Ascent,0.2640,0.5320,0.2630,130,2800
6.5 CREEDMOOR: Federal 140gr Berger Hybrid,0.2640,0.6070,0.3110,140,2725
6.5 CREEDMOOR: Federal 140gr Centerstrike Otm,0.2640,0.5540,0.2850,140,2675
6.5 CREEDMOOR: Federal 140gr Sierra Matchking Bthp,0.2640,0.5350,0.2610,140,2675
6.5 CREEDMOOR: Federal 143gr Eld-X,0.2640,0.6250,0.3150,143,2700
6.5 CREEDMOOR: Fiocchi 120gr COPPER HP,0.2640,0.3800,,120,2900
6.5 CREEDMOOR: Fiocchi 129gr PSP,0.2640,0.4450,,129,2820
6.5 CREEDMOOR: Fiocchi 129gr SST,0.2640,0.4850,,129,2820
6.5 CREEDMOOR: Fiocchi 130gr SCIROCCO,0.2640,0.5710,,130,2820
6.5 CREEDMOOR: Fiocchi 142gr HPBT MK,0.2640,0.6110,,142,2675
6.5 CREEDMOOR: Hornady 100gr ELD-VT ,0.2640,0.0000,,100,3200
6.5 CREEDMOOR: Hornady 120gr CX ,0.2640,0.0000,,120,2925
6.5 CREEDMOOR: Hornady 120gr CX ,0.2640,0.0000,,120,3050
6.5 CREEDMOOR: Hornady 120gr ELD  Match,0.2640,0.0000,,120,2910
6.5 CREEDMOOR: Hornady 129gr InterLock ,0.2640,0.0000,,129,2820
6.5 CREEDMOOR: Hornady 129gr SST ,0.2640,0.0000,,129,2810
6.5 CREEDMOOR: Hornady 129gr SST ,0.2640,0.0000,,129,2950
6.5 CREEDMOOR: Hornady 140gr BTHP Match,0.2640,0.0000,,140,2690
6.5 CREEDMOOR: Hornady 140gr ELD  Match,0.2640,0.0000,,140,2710
6.5 CREEDMOOR: Hornady 143gr ELD-X ,0.2640,0.0000,,143,2700
6.5 CREEDMOOR: Hornady 147gr ELD  Match,0.2640,0.0000,,147,2695
6.5 CREEDMOOR: Hornady 95 gr V-MAX ,0.2640,0.0000,,95 ,3300
6.5 CREEDMOOR: Lapua 123gr Scenar,0.2640,0.0000,,123,2790
6.5 CREEDMOOR: Lapua 136gr Scenar-L,0.2640,0.0000,,136,2740
6.5 CREEDMOOR: Lapua 140gr Naturalis,0.2640,0.0000,,140,2559
6.5 CREEDMOOR: Lapua 145gr Armour Piercing,0.2640,0.0000,,145,2772
6.5 CREEDMOOR: Lapua 155gr Scenar-L,0.2640,0.0000,,155,2820
6.5 CREEDMOOR: Lapua 156gr Mega,0.2640,0.0000,,156,2560
6.5 CREEDMOOR: Lapua 167gr Armor Piercing,0.2640,0.0000,,167,2805
6.5 CREEDMOOR: Lapua 167gr Scenar,0.2640,0.0000,,167,2690
6.5 CREEDMOOR: Lapua 170gr Lock Base,0.2640,0.0000,,170,2756
6.5 CREEDMOOR: Lapua 170gr Lock Base,0.2640,0.0000,,170,2441
6.5 CREEDMOOR: Lapua 170gr Naturalis,0.2640,0.0000,,170,2625
6.5 CREEDMOOR: Lapua 175gr Scenar-L,0.2640,0.0000,,175,2602
6.5 CREEDMOOR: Lapua 185gr D46,0.2640,0.0000,,185,2490
6.5 CREEDMOOR: Lapua 185gr Scenar,0.2640,0.0000,,185,2475
6.5 CREEDMOOR: Lapua 200gr Subsonic,0.2640,0.0000,,200,1066
6.5 CREEDMOOR: Nosler 120gr BTA BT,0.2640,0.0000,,120,2900
6.5 CREEDMOOR: Nosler 120gr ETA ET,0.2640,0.0000,,120,2850
6.5 CREEDMOOR: Nosler 129gr TGA-LR ABLR,0.2640,0.0000,,129,2850
6.5 CREEDMOOR: Nosler 140gr BTA BT,0.2640,0.0000,,140,2650
6.5 CREEDMOOR: Nosler 140gr MGA HPBT,0.2640,0.0000,,140,2650
6.5 CREEDMOOR: Nosler 140gr MGA-RDF RDF,0.2640,0.0000,,140,2650
6.5 CREEDMOOR: Nosler 140gr TGA AB,0.2640,0.0000,,140,2650
6.5 CREEDMOOR: Nosler 140gr TGA PT,0.2640,0.0000,,140,2650
6.5 CREEDMOOR: Nosler 140gr WCA SB,0.2640,0.0000,,140,2650
6.5 CREEDMOOR: Nosler 142gr TGA-LR ABLR,0.2640,0.0000,,142,2600
6.5 CREEDMOOR: Nosler 90gr VGA FB Tipped,0.2640,0.0000,,90,3300
6.5 CREEDMOOR: User Data,0.2640,0.0000,,0,0
6.5 GRENDEL: User Data,0.2640,0.0000,,0,0
6.5 GRENDEL: Federal 120gr  OTM,0.2640,0.421,,120,2610
6.5 GRENDEL: Hornady 100gr  ELD-VT ,0.2640,0.0000,,100,2730
6.5 GRENDEL: Hornady 123gr  ELD  Match,0.2640,0.0000,,123,2580
6.5 GRENDEL: Hornady 123gr  SST ,0.2640,0.510,,123,2580
6.5 GRENDEL: Hornady 123gr FMJ,0.2640,0.0000,,123,2580
6.5 GRENDEL: Hornady 90 gr CX ,0.2640,0.0000,,90 ,2910
6.5 GRENDEL: Nosler 120gr BTA BT,0.2640,0.0000,,120,2400
6.5 GRENDEL: Nosler 123gr MGA HPBT,0.2640,0.0000,,123,2400
6.5 GRENDEL: Nosler 129gr TGA ABLR,0.2640,0.0000,,129,2350
6.5 GRENDEL: Nosler 90gr VMG FB Tipped,0.2640,0.0000,,90,2800
6.5 PRC: Federal 120gr Trophy Copper,0.2770,0.4970,,120,3050
6.5 PRC: Federal 130gr Terminal Ascent,0.2770,0.5320,0.2630,130,3000
6.5 PRC: Federal 143gr Eld-X,0.2770,0.6250,0.3150,143,2900
6.5 PRC: Hornady 100gr ELD-VT ,0.2770,0.0000,,100,3450
6.5 PRC: Hornady 129gr SST ,0.2770,0.0000,,129,3120
6.5 PRC: Hornady 130gr CX ,0.2770,0.0000,,130,2975
6.5 PRC: Hornady 143gr ELD-X ,0.2770,0.0000,,143,2960
6.5 PRC: Hornady 147gr ELD  Match,0.2770,0.0000,,147,2910
6.5 PRC: Nosler 120gr ETA ET,0.2770,0.0000,,120,3100
6.5 PRC: Nosler 140gr BTA BT,0.2770,0.0000,,140,2900
6.5 PRC: Nosler 140gr TGA AB,0.2770,0.0000,,140,2900
6.5 PRC: Nosler 142gr TGA-LR ABLR,0.2770,0.0000,,142,2950
6.5 PRC: User Data,0.2770,0.0000,,0,0
6.5 PRC: Winchester 125gr Copper Extreme Point,0.2770,0.4280,,125,3100
6.5 PRC: Winchester 140gr Ballistic Silvertip,0.2770,0.5090,,140,3020
6.5 PRC: Winchester 140gr BC Max,0.2770,0.6170,,140,2900
6.5 PRC: Winchester 140gr Match BTHP,0.2770,0.5800,,140,3030
6.5 PRC: Winchester 140gr Open Tip,0.2770,0.3940,,140,3010
6.5 PRC: Winchester 142gr Accubond LR,0.2770,0.6250,,142,3020
6.5-284 NORMA: Nosler 140gr MGA HPBT,0.2770,0.0000,,140,2750
6.5-284 NORMA: Nosler 140gr TGA AB,0.2770,0.0000,,140,2750
6.5-284 NORMA: User Data,0.2640,0.0000,,0,0
6.5X47 Lapua: Lapua 120gr Scenar-L,0.2640,0.0000,,120,2772
6.5X47 Lapua: Lapua 123gr Scenar,0.2640,0.0000,,123,2790
6.5X47 Lapua: Lapua 136gr Scenar-L,0.2640,0.0000,,136,2625
6.5X47 Lapua: Lapua 139gr Scenar,0.2640,0.0000,,139,2690
6.5X47 Lapua: Lapua 140gr Naturalis,0.2640,0.0000,,140,2648
6.5X47 LAPUA: User Data,0.2640,0.0000,,0,0
6.5X55 SE: Lapua 100gr FMJ,0.2640,0.0000,,100,2725
6.5X55 SE: Lapua 100gr Scenar,0.2640,0.0000,,100,2620
6.5X55 SE: Lapua 108gr Scenar,0.2640,0.0000,,108,2950
6.5X55 SE: Lapua 120gr Scenar-L,0.2640,0.0000,,120,2723
6.5X55 SE: Lapua 120gr Scenar-L,0.2640,0.0000,,120,3018
6.5X55 SE: Lapua 123gr Scenar,0.2640,0.0000,,123,2720
6.5X55 SE: Lapua 123gr Scenar,0.2640,0.0000,,123,3015
6.5X55 SE: Lapua 136gr Scenar-L,0.2640,0.0000,,136,2674
6.5X55 SE: Lapua 139gr Scenar,0.2640,0.0000,,139,2625
6.5X55 SE: Lapua 140gr Naturalis,0.2640,0.0000,,140,2625
6.5X55 SE: Lapua 156gr Mega,0.2640,0.0000,,156,2560
6.5X55 SWEDISH: Federal 130gr Barnes Triple-Shock,0.2770,0.3650,,130,2550
6.5X55 SWEDISH: Nosler 120gr ETA ET,0.2770,0.0000,,120,2756
6.5X55 SWEDISH: Nosler 140gr BTA BT,0.2770,0.0000,,140,2600
6.5X55 SWEDISH: Nosler 140gr TGA AB,0.2770,0.0000,,140,2650
6.5X55 SWEDISH: Nosler 140gr WCA SB,0.2770,0.0000,,140,2600
6.5X55 SWEDISH: User Data,0.2640,0.0000,,0,0
6.5X55 SWEDISH: Winchester 140gr FMJ,0.2770,0.5130,,140,2550
6.5X55 SWEDISH: Winchester 140gr Power-Point,0.2770,0.4500,,140,2550
6.5X55MM: Hornady 140gr  SST ,0.2770,0.0000,,140,2735
6.8 REM SPC: Hornady 110gr FMJ,0.2770,0.0000,,110,2550
6.8 REM SPC: Nosler 115gr MGA CC,0.2770,0.0000,,115,2550
6.8 REM SPC: User Data,0.2770,0.0000,,0,0
6.8 SPC: Winchester 115gr Extreme Point,0.2770,0.3120,,115,2625
6.8 SPC: Winchester 115gr Open Tip,0.2770,0.3180,,115,2625
6.8 WESTERN: Winchester 162gr Copper Extreme Point,0.2770,0.5640,,162,2875
6.8 WESTERN: Winchester 165gr Accubond LR,0.2770,0.6200,,165,2970
6.8 WESTERN: Winchester 170gr Ballistic Silvertip,0.2770,0.5500,,170,2920
6.8 WESTERN: Winchester 170gr Match BTHP,0.2770,0.6330,,170,2910
6.8 WESTERN: Winchester 170gr Power-Point,0.2770,0.4310,,170,2920
6.8 WESTERN: Winchester 175gr BC Max,0.2770,0.6820,,175,2825
6.8MM SPC: Hornady 100gr CX ,0.2770,0.0000,,100,2550
6.8MM SPC: Hornady 110gr V-MAX,0.2770,0.0000,,110,2575
6.8MM SPC: Hornady 120gr SST,0.2770,0.0000,,120,2460
6MM ARC: Hornady 103gr  ELD-X ,0.2430,0.0000,,103,2800
6MM ARC: Hornady 105gr  BTHP,0.2430,0.0000,,105,2750
6MM ARC: Hornady 105gr FMJ,0.2430,0.0000,,105,2700
6MM ARC: Hornady 108gr  ELD  Match,0.2430,0.5360,,108,2750
6MM ARC: Hornady 80 gr ELD-VT ,0.2430,0.0000,,80 ,3020
6MM ARC: Hornady 90 gr CX ,0.2430,0.0000,,90 ,2975
6MM ARC: User Data,0.2430,0.0000,,0,0
6MM BR Norma: Lapua 105gr Scenar-L,0.2430,0.0000,,105,2674
6MM BR Norma: Lapua 90gr Scenar-L,0.2430,0.0000,,90,2950
6MM BR NORMA: User Data,0.2430,0.0000,,0,0
6MM CREEDMOOR: Federal 105gr Berger Hybrid,0.2430,0.5360,0.2750,105,3025
6MM CREEDMOOR: Federal 107gr Sierra Matchking Bthp,0.2430,0.5470,0.2710,107,3000
6MM CREEDMOOR: Federal 109gr Berger Hybrid,0.2430,0.5680,0.2920,109,2975
6MM CREEDMOOR: Hornady 103gr  ELD-X ,0.2430,0.0000,,103,3050
6MM CREEDMOOR: Hornady 105gr  BTHP,0.2430,0.0000,,105,2960
6MM CREEDMOOR: Hornady 108gr  ELD  Match,0.2430,0.0000,,108,2960
6MM CREEDMOOR: Hornady 80 gr ELD-VT ,0.2430,0.0000,,80 ,3300
6MM CREEDMOOR: Hornady 87 gr V-MAX ,0.2430,0.0000,,87 ,3210
6MM CREEDMOOR: Hornady 90 gr CX ,0.2430,0.0000,,90 ,3325
6MM CREEDMOOR: Nosler 105gr MG-RDF RDF,0.2430,0.0000,,105,3050
6MM CREEDMOOR: Nosler 70gr VMG FB Tipped,0.2430,0.0000,,70,3550
6MM CREEDMOOR: Nosler 90gr TGA AB,0.2430,0.0000,,90,3200
6MM CREEDMOOR: Remington 100gr Core-Lokt Pntd SP,0.2430,0.2720,,100,3000
6MM CREEDMOOR: Remington 107gr Matchking OTM,0.2430,0.5470,,107,3000
6MM CREEDMOOR: User Data,0.2430,0.0000,,0,0
6MM GT: Hornady 109gr  ELD  Match,0.2430,0.0000,,109,2870
6MM REM: Hornady 95 gr SST ,0.2430,0.0000,,95 ,3235
6MM REM: Remington 100gr Core-Lokt Pntd SP,0.2430,0.3560,,100,3100
6MM REM: Winchester 100gr Power-Point,0.2430,0.3560,,100,3100
7.62 X39MM: Hornady 123gr SST,0.3110,0.0000,,123,2350
7.62X39MM SOVIET: User Data,0.3120,0.0000,,0,0
7.62X39MM: Hornady 111gr MonoFlex ,0.3110,0.0000,,111,2350
7.62X39mm: Hornady 123gr FMJ,0.3110,0.0000,,123,2340
7.62X39MM: Hornady 123gr HP Match,0.3110,0.0000,,123,2350
7.62X39MM: Hornady 255gr SUB-X,0.3110,0.0000,,255,1050
7.62X39MM: Nosler 123gr BTA BT,0.3110,0.0000,,123,2350
7.62X39MM: Nosler 123gr ETA ET,0.3110,0.0000,,123,2350
7.62X39MM: Nosler 123gr VMG FB Tipped,0.3110,0.0000,,123,2350
7.62X39MM: Remington 123gr FMJ,0.3110,0.2660,,123,2365
7.62X39MM: Remington 125gr Core-Lokt Pntd SP,0.3110,0.2670,,125,2365
7.62X39MM: Winchester 120gr Defender,0.3110,0.2480,,120,2365
7.62X39MM: Winchester 123gr Extreme Point,0.3110,0.3040,,123,2380
7.62X39MM: Winchester 123gr FMJ,0.3110,0.2450,,123,2355
7.62X39MM: Winchester 123gr FMJ,0.3110,0.2450,,123,2355
7.62X39MM: Winchester 123gr FMJ,0.3110,0.2450,,123,2355
7.62X39MM: Winchester 123gr Power-Point,0.3110,0.2440,,123,2365
7.62X51MM: Winchester 149gr FMJ,0.3110,0.4560,,149,2790
7.62X51MM: Winchester 175gr Match HPBT,0.3110,0.4960,,175,2620
7.62X54R: Winchester 180gr FMJ,0.3120,0.4860,,180,2580
7.62X54R: Winchester 180gr SP,0.3120,0.2670,,180,2625
7MM BACKCOUNTRY: Federal 155gr Terminal Ascent,0.2840,0.5860,0.3000,155,3300
7MM BACKCOUNTRY: Federal 168gr Barnes Lrx,0.2840,0.5130,0.2570,168,3150
7MM BACKCOUNTRY: Federal 170gr Terminal Ascent,0.2840,0.6450,0.3250,170,3150
7MM BACKCOUNTRY: Federal 195gr Berger Elite Hunter,0.2840,0.7550,0.3870,195,3000
7MM BACKCOUNTRY: Remington 175gr Core-Lokt Pntd SP,0.2840,0.4270,,175,3100
7MM BACKCOUNTRY: Remington 175gr Core-Lokt Tipped,0.2840,0.5490,,175,3125
7MM BACKCOUNTRY: Remington 175gr Speer Impact,0.2840,0.5400,,175,3125
7MM BACKCOUNTRY: User Data,0.2840,0.0000,,0,0
7MM MAUSER (7X57): Remington 140gr Core-Lokt Pntd SP,0.2840,0.3900,,140,2660
7MM MAUSER: User Data,0.2840,0.0000,,0,0
7MM MAUSER: Winchester 145gr Power-Point,0.2840,0.3550,,145,2660
7MM PRC: Federal 155gr Terminal Ascent,0.2840,0.5860,0.3000,155,3100
7MM PRC: Federal 170gr Terminal Ascent,0.2840,0.6450,0.3250,170,2950
7MM PRC: Federal 175gr Eld-X,0.2840,0.6890,0.3470,175,3000
7MM PRC: Federal 195gr Berger Elite Hunter,0.2840,0.7550,0.3870,195,2760
7MM PRC: Hornady 154gr SST ,0.2840,0.0000,,154,3030
7MM PRC: Hornady 160gr CX ,0.2840,0.0000,,160,3000
7MM PRC: Hornady 175gr ELD-X ,0.2840,0.0000,,175,3000
7MM PRC: Hornady 180gr ELD  Match,0.2840,0.0000,,180,2975
7MM PRC: Nosler 160gr BTA BT,0.2840,0.0000,,160,3000
7MM PRC: Nosler 160gr TGA AB,0.2840,0.0000,,160,3031
7MM PRC: Nosler 175gr TGA-LR ABLR,0.2840,0.0000,,175,3000
7MM PRC: Nosler 185gr MG-RDF RDF,0.2840,0.0000,,185,2875
7MM PRC: Remington 160gr Copper-Tipped BT,0.2840,0.5960,,160,2925
7MM PRC: Remington 175gr Core-Lokt Pntd SP,0.2840,0.0000,,175,
7MM PRC: Remington 175gr Core-Lokt Tipped,0.2840,0.5400,,175,2925
7MM PRC: Remington 175gr Speer Impact,0.2840,0.5490,,175,2925
7MM PRC: User Data,0.2840,0.0000,,0,0
7MM REM MAG: Federal 140gr Trophy Bonded Tip,0.2840,0.4300,,140,3150
7MM REM MAG: Federal 140gr Trophy Copper,0.2840,0.4890,,140,3150
7MM REM MAG: Federal 150gr Swift Scirocco Ii,0.2840,0.5150,,150,3050
7MM REM MAG: Federal 150gr Trophy Copper,0.2840,0.4980,,150,3025
7MM REM MAG: Federal 155gr Terminal Ascent,0.2840,0.5860,0.3000,155,3000
7MM REM MAG: Federal 160gr Barnes Triple-Shock,0.2840,0.3920,,160,2940
7MM REM MAG: Federal 160gr Trophy Bonded Tip,0.2840,0.5200,,160,2900
7MM REM MAG: Federal 162gr Eld-X,0.2840,0.6310,0.3180,162,2940
7MM REM MAG: Federal 168gr Berger Hybrid Hunter,0.2840,0.5660,0.2900,168,2870
7MM REM MAG: Fiocchi 139gr PSP,0.2840,0.4530,,139,3150
7MM REM MAG: Fiocchi 150gr SCIROCCO,0.2840,0.5150,,150,3100
7MM REM MAG: Fiocchi 154gr SST,0.2840,0.5250,,154,3100
7MM REM MAG: Fiocchi 160gr COPPER HP,0.2840,0.3900,,160,2935
7MM REM MAG: Fiocchi 175gr INTKL FB,0.2840,0.4620,,175,2850
7MM REM MAG: Hornady 139gr InterLock  SP,0.2840,0.0000,,139,3150
7MM REM MAG: Hornady 139gr SST ,0.2840,0.0000,,139,3240
7MM REM MAG: Hornady 150gr CX ,0.2840,0.0000,,150,3000
7MM REM MAG: Hornady 154gr InterLock  SP,0.2840,0.0000,,154,3035
7MM REM MAG: Hornady 154gr SST ,0.2840,0.0000,,154,3025
7MM REM MAG: Hornady 154gr SST ,0.2840,0.0000,,154,3100
7MM REM MAG: Hornady 162gr ELD-X ,0.2840,0.0000,,162,2975
7MM REM MAG: Hornady 162gr SST ,0.2840,0.0000,,162,3030
7MM REM MAG: Nosler 140gr TGA AB,0.2840,0.0000,,140,3125
7MM REM MAG: Nosler 150gr BTA BT,0.2840,0.0000,,150,3050
7MM REM MAG: Nosler 150gr ETA ET,0.2840,0.0000,,150,3000
7MM REM MAG: Nosler 150gr NCA PT,0.2840,0.0000,,150,3000
7MM REM MAG: Nosler 160gr BTA BT,0.2840,0.0000,,160,3000
7MM REM MAG: Nosler 160gr TGA AB,0.2840,0.0000,,160,3000
7MM REM MAG: Nosler 160gr TGA PT,0.2840,0.0000,,160,2950
7MM REM MAG: Nosler 168gr TGA-LR ABLR,0.2840,0.0000,,168,2880
7MM REM MAG: Nosler 175gr NCA PT,0.2840,0.0000,,175,2800
7MM REM MAG: Remington 140gr Core-Lokt Pntd SP,0.2840,0.3900,,140,3175
7MM REM MAG: Remington 150gr Copper-Tipped BT,0.2840,0.4550,,150,3050
7MM REM MAG: Remington 150gr Core-Lokt Pntd SP,0.2840,0.3460,,150,3110
7MM REM MAG: Remington 150gr Core-Lokt Tipped,0.2840,0.5300,,150,3130
7MM REM MAG: Remington 150gr Swift Scirocco Bonded,0.2840,0.5330,,150,3110
7MM REM MAG: Remington 175gr Core-Lokt Pntd SP,0.2840,0.4270,,175,2860
7MM REM MAG: Remington 175gr Speer Impact,0.2840,0.5490,,175,2870
7MM REM MAG: User Data,0.2840,0.0000,,0,0
7MM REM MAG: Winchester 140gr Extreme Point,0.2840,0.4840,,140,3100
7MM REM MAG: Winchester 150gr Ballistic Silvertip,0.2840,0.4930,,150,3100
7MM REM MAG: Winchester 150gr Copper Extreme Point,0.2840,0.4780,,150,3000
7MM REM MAG: Winchester 150gr Power-Point,0.2840,0.3730,,150,3090
7MM REM MAG: Winchester 168gr Accubond LR,0.2840,0.6160,,168,2900
7MM REM MAG: Winchester 175gr Power-Point,0.2840,0.4260,,175,2860
7MM REM SA ULTRA MAG: Remington 150gr Core-Lokt Pntd SP,0.2840,0.3460,,150,3110
7MM REM SHORT ACT MAG: User Data,0.2840,0.0000,,0,0
7MM REM ULTRA MAG: Remington 150gr Core-Lokt Pntd SP,0.2840,0.3460,,150,3230
7MM REM ULTRA MAG: Remington 150gr Swift Scirocco Bonded,0.2840,0.5330,,150,3325
7MM REM ULTRA MAG: User Data,0.2840,0.0000,,0,0
7MM RUM: Nosler 160gr NCA PT,0.2840,0.0000,,160,3225
7MM RUM: Nosler 160gr TGA AB,0.2840,0.0000,,160,3175
7MM RUM: Nosler 175gr TGA-LR ABLR,0.2840,0.0000,,175,3040
7MM SAUM: Nosler 140gr NCA AB,0.2840,0.0000,,140,3150
7MM SAUM: Nosler 160gr NCA PT,0.2840,0.0000,,160,2885
7MM SAUM: Nosler 160gr TGA AB,0.2840,0.0000,,160,2850
7MM SAUM: Nosler 168gr NCA ABLR,0.2840,0.0000,,168,2825
7MM STW: Hornady 162gr ELD-X ,0.2840,0.0000,,162,3050
7MM STW: Nosler 140gr NCA AB,0.2840,0.0000,,140,3300
7MM STW: Nosler 140gr TGA PT,0.2840,0.0000,,140,3300
7MM STW: Nosler 160gr TGA AB,0.2840,0.0000,,160,3075
7MM STW: Nosler 175gr TGA-LR ABLR,0.2840,0.0000,,175,2950
7MM STW: User Data,0.2840,0.0000,,0,0
7MM WSM: Hornady 150gr CX ,0.2840,0.0000,,150,3050
7MM WSM: Hornady 162gr ELD-X ,0.2840,0.0000,,162,3000
7MM WSM: Winchester 140gr Ballistic Silvertip,0.2840,0.4850,,140,3225
7MM WSM: Winchester 150gr Power-Point,0.2840,0.3460,,150,3200
7MM-08 REM: Federal 140gr Barnes Triple-Shock,0.2840,0.3940,,140,2820
7MM-08 REM: Federal 140gr Trophy Bonded Tip,0.2840,0.4300,,140,2800
7MM-08 REM: Federal 140gr Trophy Copper,0.2840,0.4890,,140,2800
7MM-08 REM: Fiocchi 139gr PSP,0.2840,0.4530,,139,2800
7MM-08 REM: Fiocchi 139gr SST,0.2840,0.4860,,139,2800
7MM-08 REM: Hornady 120gr SST ,0.2840,0.0000,,120,2675
7MM-08 REM: Hornady 139gr CX ,0.2840,0.0000,,139,2910
